TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
17,TRAIN,NE13,20180,28749
18,TRAIN,EW5,53895,90163
7,TRAIN,NS3,65749,16251
23,TRAIN,DT3,415,3092
0,TRAIN,CC21,187,318
0,TRAIN,CC16,51,514
20,TRAIN,DT31,4369,11999
6,TRAIN,CC25,4932,8236
12,TRAIN,NS18,13091,8670
7,TRAIN,CC28,9734,3417
8,TRAIN,BP7,3296,910
0,TRAIN,DT21,276,151
0,TRAIN,CC5,40,48
12,TRAIN,SE1,4185,2161
20,TRAIN,EW28,18689,34641
17,TRAIN,DT25,6970,5467
0,TRAIN,PE4,53,194
10,TRAIN,DT24,3967,1959
6,TRAIN,SE2,12557,835
5,TRAIN,NE8,1069,83
23,TRAIN,EW33,99,1141
5,TRAIN,EW24-NS1,13141,5502
23,TRAIN,SE5,237,1063
20,TRAIN,EW5,23604,40865
13,TRAIN,CC16,8659,8829
7,TRAIN,DT23,3556,6610
15,TRAIN,EW31,2245,430
11,TRAIN,PW4,206,911
6,TRAIN,CC14,7955,3124
0,TRAIN,NE9,94,441
9,TRAIN,SE5,2559,930
17,TRAIN,DT3,6870,9095
19,TRAIN,DT25,4912,7636
22,TRAIN,CC6,10288,1471
16,TRAIN,NS5,20283,31210
9,TRAIN,CC4-DT15,3575,47253
10,TRAIN,CC21,4892,7008
5,TRAIN,CC2,31,1
19,TRAIN,EW22,16984,11239
23,TRAIN,DT23,873,979
14,TRAIN,EW1,20684,21623
6,TRAIN,DT10,4195,6065
23,TRAIN,CC1-NE6-NS24,11704,3367
18,TRAIN,EW31,17172,1588
7,TRAIN,CC4-DT15,2078,18347
12,TRAIN,EW33,1842,1127
9,TRAIN,EW9,26053,17929
20,TRAIN,DT28,6004,11918
14,TRAIN,NS22,43229,47054
11,TRAIN,BP13,1305,662
20,TRAIN,BP12,1072,2772
20,TRAIN,EW7,8073,20854
22,TRAIN,DT2,286,1703
22,TRAIN,SW6,569,2639
18,TRAIN,CC20,10155,11236
16,TRAIN,BP10,2196,4992
6,TRAIN,NE9,22267,14556
13,TRAIN,EW14-NS26,33575,57470
13,TRAIN,EW10,6988,7983
23,TRAIN,DT22,2646,2802
11,TRAIN,NS9,27126,28706
16,TRAIN,EW10,6564,10002
21,TRAIN,EW1,10277,37741
16,TRAIN,PW6,721,1339
18,TRAIN,CC1-NE6-NS24,71258,65084
7,TRAIN,NS23,9225,27744
20,TRAIN,DT21,8610,3888
19,TRAIN,CC20,5424,8961
6,TRAIN,CC8,7911,10683
0,TRAIN,BP11,0,9
10,TRAIN,CC27,1173,6660
10,TRAIN,NS3,16057,8881
11,TRAIN,EW7,11182,7923
21,TRAIN,SE2,1609,6767
6,TRAIN,BP7,4324,719
22,TRAIN,CG2,24725,7177
19,TRAIN,BP4,3040,5009
13,TRAIN,EW5,26872,22413
17,TRAIN,NS20,96418,25566
8,TRAIN,SE1,10486,2626
6,TRAIN,EW17,32985,11661
19,TRAIN,NS9,41497,103260
12,TRAIN,CC21,7121,10533
22,TRAIN,SW8,445,1652
20,TRAIN,BP7,585,1971
11,TRAIN,DT7,1951,5035
23,TRAIN,EW3,1198,7619
20,TRAIN,NS4,4463,3925
20,TRAIN,BP1,20765,50338
13,TRAIN,DT1,18184,14666
13,TRAIN,BP6,8715,11619
14,TRAIN,DT8,8634,3289
12,TRAIN,EW13-NS25,25387,51702
14,TRAIN,EW28,16715,13450
18,TRAIN,NS19,73911,87690
22,TRAIN,EW14-NS26,27936,3362
18,TRAIN,SW5,7327,15940
6,TRAIN,CC27,614,3750
17,TRAIN,CC21,10136,13301
18,TRAIN,SE1,5377,8399
19,TRAIN,NS20,55541,32101
15,TRAIN,CC4-DT15,11432,9988
17,TRAIN,NE9,32608,23548
0,TRAIN,EW28,24,3088
18,TRAIN,PW6,750,2625
18,TRAIN,SE3,2085,6742
7,TRAIN,NS13,152756,57088
23,TRAIN,DT8,338,527
23,TRAIN,NE10,1721,4284
6,TRAIN,NS15,21544,21049
22,TRAIN,NS16,22221,56301
12,TRAIN,NS10,34590,19669
7,TRAIN,SW1,2923,4494
22,TRAIN,EW27,16540,43087
17,TRAIN,BP9,3658,3785
20,TRAIN,EW9,13056,27441
12,TRAIN,BP9,2601,1734
22,TRAIN,SW2,919,2254
9,TRAIN,PE3,6460,3649
8,TRAIN,NS2,55471,38389
23,TRAIN,CC2,2578,407
11,TRAIN,BP9,2647,1265
10,TRAIN,NS28,2070,1155
10,TRAIN,NS19,32099,24193
5,TRAIN,EW10,2984,265
11,TRAIN,EW10,7850,4243
19,TRAIN,DT2,2085,4298
8,TRAIN,PW6,2945,565
8,TRAIN,PE6,11377,4461
23,TRAIN,PE3,341,1804
23,TRAIN,EW1,1500,16262
16,TRAIN,EW32,4576,1285
19,TRAIN,CC24,38666,7603
19,TRAIN,DT28,12830,18493
20,TRAIN,NS28,1900,1126
15,TRAIN,PE6,4972,6100
8,TRAIN,DT18,3969,95408
0,TRAIN,CC26,29,177
17,TRAIN,NS15,71262,24366
8,TRAIN,CC11,10719,93379
14,TRAIN,DT7,3534,3871
7,TRAIN,NE11,7435,18992
15,TRAIN,NS3,13626,15555
22,TRAIN,SE2,947,5200
22,TRAIN,BP9,438,1794
17,TRAIN,CC2,11599,3652
18,TRAIN,SW7,2709,5038
9,TRAIN,BP13,2114,638
15,TRAIN,NS19,29668,35427
17,TRAIN,DT13,15061,9596
12,TRAIN,CC11,13264,9821
9,TRAIN,NS28,1542,1796
11,TRAIN,NS3,15678,9100
12,TRAIN,CC28,2838,2015
23,TRAIN,SW5,745,2544
8,TRAIN,NS18,38602,21055
5,TRAIN,NE14,6944,855
22,TRAIN,CC25,2331,3150
20,TRAIN,BP3,1899,6796
21,TRAIN,DT1,7327,36460
21,TRAIN,BP6,15045,5465
19,TRAIN,BP12,1830,6178
21,TRAIN,BP10,1136,4649
7,TRAIN,BP12,12381,9891
10,TRAIN,CC24,8478,26874
11,TRAIN,EW26,20857,8576
8,TRAIN,PW3,501,2953
22,TRAIN,EW11,9332,11210
6,TRAIN,EW15,4345,30990
23,TRAIN,PW6,30,442
7,TRAIN,EW5,68096,33976
18,TRAIN,SE5,4161,5037
7,TRAIN,EW20,30301,29038
18,TRAIN,CC26,22556,6864
11,TRAIN,NE11,3477,2014
17,TRAIN,CC16,18879,11269
22,TRAIN,NE13,6476,16946
8,TRAIN,BP4,4475,22086
11,TRAIN,DT5,8621,7367
6,TRAIN,PE6,8335,1750
7,TRAIN,CC11,14843,46940
12,TRAIN,PW3,410,270
15,TRAIN,EW20,11167,9530
13,TRAIN,EW27,31845,32870
13,TRAIN,EW15,28778,33044
12,TRAIN,DT30,4730,2870
8,TRAIN,NS9,60849,66734
6,TRAIN,BP9,5899,3106
8,TRAIN,CC7,13920,14616
14,TRAIN,EW3,13786,14203
21,TRAIN,PW3,717,156
18,TRAIN,NE13,26537,50930
9,TRAIN,PE7,4705,1715
12,TRAIN,DT1,19145,13554
12,TRAIN,BP6,7979,12274
9,TRAIN,CC1-NE6-NS24,9441,35139
13,TRAIN,EW1,21290,16767
12,TRAIN,BP3,3565,2114
9,TRAIN,NE15,27262,5441
12,TRAIN,SW1,1969,2316
18,TRAIN,BP8,4825,4914
16,TRAIN,DT18,13305,6263
8,TRAIN,BP9,4462,3365
13,TRAIN,CC8,7479,4592
18,TRAIN,BP4,5557,6099
20,TRAIN,DT13,11574,5632
11,TRAIN,CC21,5325,7839
22,TRAIN,SE4,589,3238
21,TRAIN,EW10,4857,14909
17,TRAIN,SW1,3855,1854
6,TRAIN,CC12,6264,9724
15,TRAIN,CC28,2254,2722
8,TRAIN,CC28,10117,8036
18,TRAIN,EW23,96324,105028
12,TRAIN,PE6,5943,4609
6,TRAIN,PE4,2725,670
17,TRAIN,CC3,11677,4700
7,TRAIN,CC5,2077,4440
17,TRAIN,SW8,3697,2629
11,TRAIN,EW19,8905,6307
23,TRAIN,CC7,1345,2595
10,TRAIN,EW18,11119,10976
15,TRAIN,CC12,9206,4893
13,TRAIN,SW1,1541,2358
12,TRAIN,EW10,7317,5539
15,TRAIN,CC6,6299,7882
15,TRAIN,CC8,14187,5564
6,TRAIN,EW9,28400,8210
7,TRAIN,NS14,107013,37345
22,TRAIN,SW5,2973,4868
21,TRAIN,DT29,1943,8462
9,TRAIN,DT22,7207,7580
10,TRAIN,DT10,3762,1564
15,TRAIN,NS23,25117,26428
7,TRAIN,NS22,11982,56156
14,TRAIN,EW33,1637,1438
23,TRAIN,NS7,5337,10424
8,TRAIN,SW2,7218,2395
19,TRAIN,SW7,1947,5747
18,TRAIN,CC8,17116,16035
21,TRAIN,EW27,30046,53054
20,TRAIN,PE3,2683,7499
18,TRAIN,NS8,31871,56559
20,TRAIN,PW7,1441,2948
19,TRAIN,CC27,20422,1845
13,TRAIN,EW32,1484,1553
19,TRAIN,PE5,2943,11807
7,TRAIN,CC7,11160,16074
5,TRAIN,SW5,3054,119
13,TRAIN,PE2,8096,5584
14,TRAIN,CC1-NE6-NS24,29284,27633
10,TRAIN,PE1,3008,1201
12,TRAIN,CC3,3425,6624
17,TRAIN,EW20,26145,18043
13,TRAIN,BP10,2972,3490
18,TRAIN,BP7,1608,3944
12,TRAIN,DT7,2718,3105
21,TRAIN,SE5,787,2791
7,TRAIN,DT5,28863,12409
14,TRAIN,CC7,7032,6577
6,TRAIN,DT5,13691,4795
21,TRAIN,CC21,9429,6723
19,TRAIN,SW8,1595,3524
22,TRAIN,DT22,5425,5195
21,TRAIN,DT22,7306,6220
8,TRAIN,NE17-PTC,90016,20682
9,TRAIN,PW1,200,692
9,TRAIN,SW6,4154,1474
21,TRAIN,BP8,1837,1761
6,TRAIN,NS7,50684,14618
5,TRAIN,CC4-DT15,458,191
14,TRAIN,SE5,5456,2431
14,TRAIN,CC25,3553,4287
22,TRAIN,DT6,6577,3028
18,TRAIN,SW2,3702,7033
18,TRAIN,DT18,83138,12940
5,TRAIN,PW1,2,6
6,TRAIN,DT7,1784,2472
14,TRAIN,SW4,689,1408
21,TRAIN,SW4,543,1515
12,TRAIN,SE3,2427,1458
23,TRAIN,CC14,506,2272
16,TRAIN,PE3,4933,6514
19,TRAIN,PW4,743,303
10,TRAIN,DT2,1685,452
16,TRAIN,DT29,3512,5611
21,TRAIN,EW5,19845,35024
9,TRAIN,PW5,2758,1327
9,TRAIN,PW3,269,704
22,TRAIN,PE3,940,3332
15,TRAIN,CC7,6178,6435
22,TRAIN,EW29,4727,4961
12,TRAIN,NE10,11860,8499
20,TRAIN,CC5,5000,3496
21,TRAIN,DT23,2765,1901
6,TRAIN,DT33,28118,6856
14,TRAIN,NE8,19130,21067
22,TRAIN,DT24,1537,5164
12,TRAIN,CC7,8378,4711
17,TRAIN,DT34,9964,4154
14,TRAIN,NS10,26940,26904
0,TRAIN,EW7,83,777
17,TRAIN,DT24,6981,7515
7,TRAIN,DT29,23501,5838
8,TRAIN,DT27,11921,28715
10,TRAIN,EW30,859,970
15,TRAIN,NE16-STC,33431,43005
0,TRAIN,NS22,239,189
10,TRAIN,CC12,3698,2118
9,TRAIN,SE2,7239,2294
9,TRAIN,EW28,26699,20555
0,TRAIN,CC25,48,176
0,TRAIN,DT5,106,1069
5,TRAIN,PE4,647,110
0,TRAIN,DT22,220,349
23,TRAIN,PE5,275,2264
22,TRAIN,EW28,9060,22495
17,TRAIN,SE2,3968,7512
9,TRAIN,EW33,2568,2992
19,TRAIN,PE2,3261,10973
14,TRAIN,SW2,2404,3353
19,TRAIN,NS16,48776,111069
10,TRAIN,PW5,2206,1219
0,TRAIN,EW9,198,863
12,TRAIN,DT20,5705,6195
23,TRAIN,PE7,196,1498
20,TRAIN,NS20,37422,16722
15,TRAIN,CC3,5050,4384
21,TRAIN,CC16,5765,7490
13,TRAIN,NS7,11476,11375
15,TRAIN,BP11,2190,2731
15,TRAIN,EW33,3036,1485
23,TRAIN,DT5,1911,5013
18,TRAIN,DT17,99054,8086
15,TRAIN,SW7,1900,2628
5,TRAIN,EW4,4447,417
19,TRAIN,CC16,14923,17283
7,TRAIN,EW4,32358,48406
22,TRAIN,CC12,1271,3706
9,TRAIN,CC3,1124,14438
16,TRAIN,NS9,40198,52010
7,TRAIN,NS7,50633,36805
21,TRAIN,CC1-NE6-NS24,54999,12022
6,TRAIN,NS5,68295,19277
0,TRAIN,DT30,29,584
15,TRAIN,EW28,16201,14774
8,TRAIN,SE3,8346,843
15,TRAIN,NS8,16217,14244
12,TRAIN,BP7,842,727
11,TRAIN,PE4,1023,546
14,TRAIN,NE5,9487,10692
17,TRAIN,PW1,1282,1072
23,TRAIN,DT6,764,1588
15,TRAIN,CG2,20512,12101
13,TRAIN,EW6,7007,8872
10,TRAIN,NS14,29281,8913
19,TRAIN,PW3,1784,426
7,TRAIN,NS19,61715,51460
16,TRAIN,EW19,11199,11946
20,TRAIN,CC21,9051,9563
21,TRAIN,EW15,44898,6988
14,TRAIN,SW5,6135,6175
13,TRAIN,DT6,6887,5995
6,TRAIN,SE5,4642,3125
17,TRAIN,EW25,7730,13727
0,TRAIN,DT17,156,37
0,TRAIN,EW27,65,4605
9,TRAIN,CG2,11818,17443
14,TRAIN,NE17-PTC,28111,31690
8,TRAIN,EW31,2272,16640
9,TRAIN,PE4,1262,553
22,TRAIN,PE1,495,3463
23,TRAIN,PE2,289,2664
18,TRAIN,NS18,30853,30459
17,TRAIN,EW4,33205,14405
13,TRAIN,DT8,6347,3467
9,TRAIN,EW30,815,2472
22,TRAIN,SW1,847,707
7,TRAIN,NS8,83162,28472
19,TRAIN,CC4-DT15,34170,12951
11,TRAIN,CC20,3287,2785
8,TRAIN,NE16-STC,101582,23875
6,TRAIN,CC21,4919,2478
0,TRAIN,NE14,132,2222
8,TRAIN,DT2,6884,4149
0,TRAIN,CC28,6,94
22,TRAIN,EW10,3449,13463
23,TRAIN,EW4,1112,7664
14,TRAIN,EW20,12467,9317
14,TRAIN,EW26,18963,15930
6,TRAIN,NS20,6447,32209
6,TRAIN,DT29,12357,1593
7,TRAIN,CC1-NE6-NS24,9293,32285
7,TRAIN,BP7,6030,1602
20,TRAIN,BP11,1347,5120
11,TRAIN,NS22,24236,60380
18,TRAIN,CC3,17550,7838
14,TRAIN,NS5,21201,20701
16,TRAIN,DT7,6213,5146
8,TRAIN,CC3,1412,16600
22,TRAIN,CC7,4046,4933
10,TRAIN,PW4,158,199
18,TRAIN,BP13,1468,4186
7,TRAIN,BP9,7305,8067
16,TRAIN,CC26,4814,2221
15,TRAIN,DT29,3699,4758
9,TRAIN,EW31,1108,3453
14,TRAIN,PW4,112,175
12,TRAIN,EW7,11682,9400
9,TRAIN,CC12,6925,2692
6,TRAIN,NS19,34323,20453
11,TRAIN,NS18,12372,7356
14,TRAIN,NS23,23443,26950
21,TRAIN,DT31,3721,8627
19,TRAIN,PW1,997,995
10,TRAIN,EW5,28311,18328
23,TRAIN,DT10,387,1148
11,TRAIN,NS28,1842,1244
14,TRAIN,CG2,15482,17183
0,TRAIN,PE7,24,379
9,TRAIN,NS9,34732,33854
22,TRAIN,DT21,8726,2287
19,TRAIN,EW11,22731,22938
22,TRAIN,DT31,2506,8113
17,TRAIN,PE2,5230,7126
22,TRAIN,BP2,645,3602
11,TRAIN,NS16,35920,26710
6,TRAIN,CC23,841,15388
14,TRAIN,SE2,3244,5093
23,TRAIN,NS18,1800,8282
15,TRAIN,EW14-NS26,35748,21807
7,TRAIN,PW4,336,2486
9,TRAIN,BP12,3178,1225
15,TRAIN,EW15,29437,19664
23,TRAIN,DT2,107,797
16,TRAIN,BP3,3271,4716
15,TRAIN,SW8,1832,2258
17,TRAIN,DT10,7844,5417
22,TRAIN,PW5,425,4990
6,TRAIN,NE15,32097,3787
21,TRAIN,NE16-STC,23289,43231
6,TRAIN,EW23,48642,42409
11,TRAIN,DT6,5990,6499
19,TRAIN,BP6,32677,11541
19,TRAIN,DT1,13342,86326
14,TRAIN,BP2,2109,2314
0,TRAIN,CC7,53,448
18,TRAIN,NS22,103098,75662
10,TRAIN,EW31,909,1139
19,TRAIN,PE1,2509,7885
20,TRAIN,DT23,4029,2420
20,TRAIN,PW6,397,1385
19,TRAIN,EW30,10110,2232
17,TRAIN,NS22,81864,48153
23,TRAIN,NS9,6377,22437
9,TRAIN,NS7,20384,14095
23,TRAIN,CC4-DT15,5569,737
8,TRAIN,NE13,45133,19181
13,TRAIN,BP13,1312,1064
11,TRAIN,CC28,2838,1640
6,TRAIN,SE3,7108,832
15,TRAIN,BP2,1983,2859
15,TRAIN,DT31,5737,5912
17,TRAIN,PE6,6699,8736
20,TRAIN,DT8,2687,2494
19,TRAIN,SW6,2136,7485
20,TRAIN,NS19,27233,41587
15,TRAIN,DT28,5933,5404
10,TRAIN,NS5,22702,11478
12,TRAIN,DT18,14725,16433
5,TRAIN,SW3,1234,58
8,TRAIN,PW4,474,1879
10,TRAIN,CC14,5344,2214
9,TRAIN,NE16-STC,49915,17952
15,TRAIN,PW5,1753,2242
7,TRAIN,EW28,115100,35394
6,TRAIN,EW18,18540,12698
12,TRAIN,DT10,3065,2144
18,TRAIN,PW1,1421,1127
9,TRAIN,BP3,5425,1624
16,TRAIN,NS8,17796,19939
16,TRAIN,CC8,10510,5708
20,TRAIN,PE7,1954,5391
14,TRAIN,EW6,7455,9189
17,TRAIN,DT29,7681,10427
14,TRAIN,BP8,1611,1570
7,TRAIN,DT8,7423,25774
22,TRAIN,DT20,6752,3232
12,TRAIN,CC16,8881,6260
18,TRAIN,PE4,1444,2769
18,TRAIN,PE1,3334,7656
17,TRAIN,NS10,55997,64751
14,TRAIN,PE2,4496,4854
10,TRAIN,CC11,5421,16845
12,TRAIN,DT33,11836,6154
22,TRAIN,EW4,3954,13848
5,TRAIN,DT24,976,0
14,TRAIN,DT28,5126,5776
6,TRAIN,SW8,3101,1777
19,TRAIN,NE9,31201,31412
12,TRAIN,CC25,4619,3023
12,TRAIN,NS16,36208,32350
6,TRAIN,EW24-NS1,39433,89832
8,TRAIN,SW5,14387,3657
23,TRAIN,CC24,2466,848
23,TRAIN,CC11,3393,2846
14,TRAIN,CC26,2289,2875
8,TRAIN,BP1,67738,27936
8,TRAIN,NS4,5261,3447
19,TRAIN,PE4,1238,3117
9,TRAIN,DT18,3416,70030
5,TRAIN,EW5,8675,870
15,TRAIN,EW13-NS25,31759,28556
22,TRAIN,DT30,1377,7482
22,TRAIN,EW20,4796,10323
15,TRAIN,EW27,34560,42282
21,TRAIN,CC26,2557,2765
11,TRAIN,EW20,10645,7941
0,TRAIN,EW23,395,1372
10,TRAIN,CG2,10270,14206
15,TRAIN,DT30,4116,5330
16,TRAIN,NE16-STC,34169,47715
13,TRAIN,NS9,29217,35826
7,TRAIN,SE5,6892,11411
5,TRAIN,SW1,208,91
7,TRAIN,PW1,179,620
12,TRAIN,NS15,30464,21496
14,TRAIN,EW10,6017,7439
17,TRAIN,DT5,16225,17841
7,TRAIN,SE3,12010,2510
13,TRAIN,CC4-DT15,14597,15277
16,TRAIN,CC5,3624,2995
10,TRAIN,NS13,40864,25021
5,TRAIN,PE7,1411,48
8,TRAIN,CC12,14537,5484
15,TRAIN,CC17,4088,2835
11,TRAIN,CC17,2259,1367
18,TRAIN,NS5,45259,89801
13,TRAIN,BP9,2717,2433
16,TRAIN,PE2,3869,5490
22,TRAIN,PW7,755,1896
11,TRAIN,CC24,14516,23037
22,TRAIN,SW4,252,1141
16,TRAIN,DT3,6371,6284
13,TRAIN,NS23,27439,30773
21,TRAIN,NS5,12436,34479
21,TRAIN,SW3,478,2637
7,TRAIN,DT2,8786,9758
8,TRAIN,CC20,10986,8737
0,TRAIN,PW5,22,655
8,TRAIN,DT29,26221,7268
5,TRAIN,CC1-NE6-NS24,440,416
10,TRAIN,CC7,4023,3472
18,TRAIN,CC14,12415,15378
11,TRAIN,CC2,3932,8527
18,TRAIN,DT8,12426,7043
15,TRAIN,CC1-NE6-NS24,30162,27677
12,TRAIN,EW18,13192,10821
22,TRAIN,NS3,5935,15831
11,TRAIN,PE6,5504,4278
16,TRAIN,NS28,2169,1691
9,TRAIN,BP5,2188,1347
15,TRAIN,DT33,8846,11420
9,TRAIN,NS19,44376,33759
7,TRAIN,NE15,60416,9784
5,TRAIN,EW33,1036,347
5,TRAIN,DT28,1425,179
7,TRAIN,EW15,10395,80329
12,TRAIN,PE5,4236,3105
5,TRAIN,DT3,899,52
9,TRAIN,DT2,3131,1351
23,TRAIN,NS22,11589,3016
20,TRAIN,SW8,914,2289
17,TRAIN,CC26,16537,3473
11,TRAIN,CC12,4023,2058
19,TRAIN,EW31,9137,2505
18,TRAIN,NE5,49342,20392
22,TRAIN,NS15,10141,14720
6,TRAIN,DT27,6100,6508
17,TRAIN,BP2,2973,4634
17,TRAIN,PW3,1577,503
9,TRAIN,DT23,3055,13673
5,TRAIN,CG2,5674,1077
21,TRAIN,DT25,1881,3703
8,TRAIN,SW8,3434,2239
8,TRAIN,NS7,25126,31535
18,TRAIN,NE17-PTC,40242,98364
11,TRAIN,EW31,1341,781
21,TRAIN,CC7,3717,6388
23,TRAIN,PW5,195,2162
19,TRAIN,BP11,2400,9310
18,TRAIN,CC4-DT15,63821,20871
0,TRAIN,EW26,41,3042
10,TRAIN,NS8,20406,8896
21,TRAIN,CG2,20199,10929
16,TRAIN,NS11,23962,41012
8,TRAIN,SE2,14817,2437
19,TRAIN,EW29,34772,14342
13,TRAIN,SE4,3192,3386
21,TRAIN,BP9,1090,2062
10,TRAIN,NS16,42251,27105
22,TRAIN,EW17,12512,21894
9,TRAIN,SE3,4237,827
16,TRAIN,DT5,10393,13005
18,TRAIN,NS20,106906,41637
21,TRAIN,EW13-NS25,65051,7955
16,TRAIN,EW24-NS1,76772,65388
16,TRAIN,SE4,2360,4070
23,TRAIN,DT33,1439,10735
8,TRAIN,SW3,5146,1205
17,TRAIN,BP3,4582,7286
13,TRAIN,BP7,688,1059
21,TRAIN,EW14-NS26,43588,4956
18,TRAIN,PW3,2530,678
5,TRAIN,EW7,3447,622
23,TRAIN,EW29,1374,1809
7,TRAIN,BP3,19081,2912
13,TRAIN,PW1,464,616
6,TRAIN,CG2,6063,9173
5,TRAIN,SW6,1484,65
0,TRAIN,PW7,58,273
23,TRAIN,NE13,1932,8527
10,TRAIN,DT7,1820,2906
16,TRAIN,DT20,5161,5674
10,TRAIN,SW5,5428,3926
12,TRAIN,CG2,12353,16080
14,TRAIN,DT6,9912,6135
11,TRAIN,EW27,29268,25962
12,TRAIN,CC5,3980,3925
19,TRAIN,DT17,55901,5765
6,TRAIN,EW14-NS26,1908,34141
8,TRAIN,EW26,91457,30020
6,TRAIN,PE3,8309,1750
14,TRAIN,CC8,12006,5437
16,TRAIN,DT2,2955,1584
9,TRAIN,SW8,2240,823
17,TRAIN,DT27,16612,7360
0,TRAIN,PE5,45,553
9,TRAIN,NE5,3889,42209
22,TRAIN,NS20,17055,6984
6,TRAIN,BP4,4841,1026
11,TRAIN,DT3,5965,2049
13,TRAIN,CC6,7464,7330
20,TRAIN,CC17,1712,3908
8,TRAIN,NS16,116977,55247
20,TRAIN,EW15,60770,10172
18,TRAIN,CC27,43035,2900
8,TRAIN,NS20,30876,125268
6,TRAIN,CC5,1485,1399
23,TRAIN,NE11,453,1358
14,TRAIN,NS13,34670,40332
7,TRAIN,EW31,1962,25349
0,TRAIN,PW3,9,26
13,TRAIN,SE1,3521,3126
6,TRAIN,EW4,18578,14091
10,TRAIN,EW28,18186,12793
8,TRAIN,DT25,8807,10881
18,TRAIN,NE10,30461,29008
12,TRAIN,DT24,3817,3138
7,TRAIN,NE9,40420,28994
6,TRAIN,NS23,3226,10888
20,TRAIN,CC28,2027,4801
5,TRAIN,PE5,2180,61
8,TRAIN,CC2,1477,18745
6,TRAIN,EW30,2077,6031
5,TRAIN,EW20,2446,623
22,TRAIN,NS11,11122,44539
17,TRAIN,PW7,2064,3476
11,TRAIN,DT17,19141,9578
16,TRAIN,EW17,21426,26014
10,TRAIN,BP12,2101,980
21,TRAIN,NE5,18997,7621
0,TRAIN,SW1,20,55
11,TRAIN,BP10,2700,2288
20,TRAIN,EW18,11590,16325
12,TRAIN,EW26,20854,10444
20,TRAIN,NE14,14163,45396
23,TRAIN,NS13,6533,24037
6,TRAIN,NS13,85321,26212
18,TRAIN,DT7,10238,11713
14,TRAIN,EW22,20475,12379
11,TRAIN,NS23,12287,30395
17,TRAIN,DT33,13891,24900
8,TRAIN,NS13,122295,45802
23,TRAIN,NE9,2628,8483
20,TRAIN,EW13-NS25,56119,15559
21,TRAIN,CC2,5631,1526
14,TRAIN,EW7,9792,11267
21,TRAIN,SW1,1417,951
18,TRAIN,PW4,1429,229
5,TRAIN,SW8,611,183
5,TRAIN,EW27,18675,3951
23,TRAIN,EW10,1595,6480
6,TRAIN,BP2,9547,1342
17,TRAIN,NE8,28308,31741
20,TRAIN,DT2,695,2408
23,TRAIN,SW6,166,1401
12,TRAIN,CC6,6662,8820
10,TRAIN,CC23,3126,20320
0,TRAIN,NS28,3,21
5,TRAIN,EW18,2915,532
23,TRAIN,NS3,2853,7807
18,TRAIN,PE3,5311,12429
6,TRAIN,NE10,12776,11167
19,TRAIN,SE3,1619,7625
9,TRAIN,EW13-NS25,8139,71137
9,TRAIN,EW20,18205,19786
18,TRAIN,DT31,11183,28036
12,TRAIN,PW1,308,582
10,TRAIN,DT25,2742,1769
23,TRAIN,CC28,378,1776
11,TRAIN,EW5,25127,18092
14,TRAIN,NS7,10216,10767
11,TRAIN,EW30,974,705
6,TRAIN,SW6,7558,2409
22,TRAIN,EW25,2272,6872
0,TRAIN,DT18,213,71
22,TRAIN,EW1,8576,31125
16,TRAIN,EW7,11322,14789
15,TRAIN,PE3,6002,6196
16,TRAIN,BP4,15736,3016
12,TRAIN,CC23,12467,11924
11,TRAIN,BP8,1211,846
6,TRAIN,NS9,59545,35859
19,TRAIN,DT10,4356,7015
6,TRAIN,EW20,18937,10837
12,TRAIN,EW24-NS1,43504,63386
17,TRAIN,PW6,842,1557
11,TRAIN,BP7,661,612
7,TRAIN,PE3,14441,4571
19,TRAIN,EW19,20040,24698
14,TRAIN,PW7,1177,2147
8,TRAIN,BP11,8509,1615
23,TRAIN,NS19,4607,15407
14,TRAIN,CC23,9083,8443
22,TRAIN,PE2,713,4637
22,TRAIN,NE9,6210,15883
9,TRAIN,NE13,26913,14188
18,TRAIN,EW15,201453,43296
20,TRAIN,CC8,4826,8015
16,TRAIN,PW3,489,352
13,TRAIN,PE4,1167,1650
22,TRAIN,EW7,3946,16168
16,TRAIN,NE9,18093,16452
20,TRAIN,NS15,20746,19602
18,TRAIN,DT33,18695,57986
8,TRAIN,EW32,3098,16933
8,TRAIN,EW11,24093,46007
15,TRAIN,PW3,220,203
13,TRAIN,BP3,3235,2832
11,TRAIN,BP11,2669,1485
16,TRAIN,CC20,5286,6402
23,TRAIN,EW5,4192,15071
5,TRAIN,CC23,285,733
6,TRAIN,EW29,13149,41996
11,TRAIN,CC5,2651,2997
14,TRAIN,PE1,2476,2880
7,TRAIN,DT18,1809,29218
7,TRAIN,NS11,146838,52907
7,TRAIN,DT22,9134,7580
23,TRAIN,SE2,227,2732
19,TRAIN,NE13,18008,41639
0,TRAIN,CC6,69,55
18,TRAIN,DT6,18785,16704
11,TRAIN,EW17,17663,17103
0,TRAIN,PE2,42,601
9,TRAIN,NS22,14036,93184
8,TRAIN,SE4,8668,2707
13,TRAIN,SW2,3632,2970
23,TRAIN,PE6,441,1560
0,TRAIN,DT1,3,3768
0,TRAIN,BP6,0,2
19,TRAIN,NS23,46966,42868
13,TRAIN,NE5,9793,12261
16,TRAIN,EW20,13114,11049
10,TRAIN,PE7,3513,1331
