TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
9,TRAIN,EW22,6823,33380
6,TRAIN,SW3,5035,780
6,TRAIN,SW7,5493,773
20,TRAIN,DT7,3839,3837
8,TRAIN,NS14,94147,21801
16,TRAIN,SW6,2938,3740
7,TRAIN,EW19,30591,27061
12,TRAIN,EW25,4385,3094
9,TRAIN,CC6,4563,8828
16,TRAIN,EW23,44790,38387
20,TRAIN,EW6,4770,17364
16,TRAIN,EW25,4879,7016
20,TRAIN,SE2,1897,8196
0,TRAIN,DT7,13,99
18,TRAIN,EW9,36650,43278
13,TRAIN,EW23,35767,33978
9,TRAIN,DT20,6898,11640
22,TRAIN,CC27,2241,346
18,TRAIN,EW7,22607,40142
9,TRAIN,EW15,12038,158386
21,TRAIN,SE4,1433,3714
9,TRAIN,NS14,49428,12312
5,TRAIN,NS19,5809,2550
9,TRAIN,DT28,11942,11206
18,TRAIN,EW30,13901,2496
22,TRAIN,BP7,257,1467
19,TRAIN,CC21,10036,17908
13,TRAIN,PW7,1847,4235
6,TRAIN,DT6,4027,5384
22,TRAIN,SE5,435,2143
9,TRAIN,CC24,5889,59104
9,TRAIN,EW11,19513,28781
13,TRAIN,DT22,5565,5378
7,TRAIN,NS2,81359,42983
10,TRAIN,DT27,4880,4953
9,TRAIN,DT6,5758,6414
11,TRAIN,BP5,1678,972
8,TRAIN,NS5,75159,24714
9,TRAIN,EW5,41534,21224
15,TRAIN,CC24,19763,11199
19,TRAIN,SW5,6082,15609
0,TRAIN,DT3,26,710
0,TRAIN,PE1,38,533
10,TRAIN,BP10,3112,2036
23,TRAIN,BP13,70,302
0,TRAIN,EW10,49,382
7,TRAIN,NE17-PTC,101591,30947
5,TRAIN,CC3,48,30
7,TRAIN,EW27,127004,93321
11,TRAIN,NS14,23034,10075
22,TRAIN,EW13-NS25,51089,5185
7,TRAIN,CC24,3609,49868
5,TRAIN,CC7,1227,205
11,TRAIN,CG2,9943,13985
19,TRAIN,NE16-STC,40837,102241
8,TRAIN,EW27,88352,73442
11,TRAIN,EW25,4482,2728
14,TRAIN,EW24-NS1,50119,58080
20,TRAIN,EW19,9966,15220
6,TRAIN,EW28,65119,11883
23,TRAIN,PW7,382,991
23,TRAIN,BP4,264,811
13,TRAIN,NS18,13443,9271
18,TRAIN,DT25,11706,9268
19,TRAIN,CC8,8308,13410
18,TRAIN,SW8,2769,3670
15,TRAIN,SE1,5813,3725
9,TRAIN,PE6,6449,4524
19,TRAIN,EW15,106060,26475
15,TRAIN,SW3,1403,2396
17,TRAIN,BP12,4309,3625
15,TRAIN,SE3,1613,3146
6,TRAIN,DT25,4249,3617
23,TRAIN,DT29,554,4796
13,TRAIN,PW6,893,1133
20,TRAIN,NS8,13560,29510
6,TRAIN,EW25,18638,3661
7,TRAIN,NS16,120984,66729
16,TRAIN,BP11,2148,3471
22,TRAIN,DT28,2144,10309
9,TRAIN,EW26,39918,10799
15,TRAIN,EW11,17254,16401
8,TRAIN,DT10,15015,5566
13,TRAIN,EW24-NS1,47965,61810
5,TRAIN,CC24,143,673
16,TRAIN,EW33,4262,1796
6,TRAIN,EW3,21030,7237
14,TRAIN,NE9,16158,14804
7,TRAIN,SE2,20823,2757
15,TRAIN,CC16,11790,7081
9,TRAIN,DT30,13643,2295
17,TRAIN,NS3,17960,31246
0,TRAIN,NS16,772,6639
12,TRAIN,NS2,18319,15365
22,TRAIN,DT1,4469,32479
22,TRAIN,BP6,11294,3664
15,TRAIN,DT17,9787,5963
8,TRAIN,EW28,69344,39268
14,TRAIN,SW1,1393,1930
13,TRAIN,CC24,14754,22606
12,TRAIN,DT21,4982,7525
13,TRAIN,DT28,5431,5306
17,TRAIN,DT2,7758,2553
22,TRAIN,BP4,1033,2033
19,TRAIN,DT34,5992,8779
13,TRAIN,CC20,5767,3753
20,TRAIN,EW4,9844,17366
8,TRAIN,NS23,15203,52943
17,TRAIN,EW6,11365,15733
7,TRAIN,DT1,116907,14671
7,TRAIN,BP6,11568,49050
16,TRAIN,DT31,5897,6854
19,TRAIN,EW3,14491,39753
22,TRAIN,CC5,3605,2293
6,TRAIN,DT20,1518,2955
15,TRAIN,NS7,10461,12958
22,TRAIN,NS13,22128,53951
21,TRAIN,DT21,9419,3298
6,TRAIN,EW1,48833,11902
7,TRAIN,DT3,21556,9908
6,TRAIN,NE13,20531,8271
16,TRAIN,CC3,6534,3677
17,TRAIN,EW32,19295,1920
9,TRAIN,DT7,3102,4821
10,TRAIN,BP11,2968,1296
21,TRAIN,DT13,8871,5181
6,TRAIN,DT23,1382,2357
12,TRAIN,SE5,2957,1548
